Model,MSO4034B
Firmware Version,2.96
,
Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.0002
Horizontal Delay,0.0001472
Sample Interval,2.00E-07
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Vertical Position,1.94
,
,
,
Label,
TIME,CH1
-1.69E-04,0.35
-1.69E-04,0.35
-1.69E-04,0.37
-1.69E-04,0.37
-1.68E-04,0.37
-1.68E-04,0.37
-1.68E-04,0.39
-1.68E-04,0.37
-1.68E-04,0.37
-1.67E-04,0.37
-1.67E-04,0.37
-1.67E-04,0.37
-1.67E-04,0.33
-1.67E-04,0.37
-1.66E-04,0.37
-1.66E-04,0.35
-1.66E-04,0.35
-1.66E-04,0.39
-1.66E-04,0.35
-1.65E-04,0.37
-1.65E-04,0.37
-1.65E-04,0.37
-1.65E-04,0.37
-1.65E-04,0.37
-1.64E-04,0.35
-1.64E-04,0.39
-1.64E-04,0.37
-1.64E-04,0.37
-1.64E-04,0.37
-1.63E-04,0.37
-1.63E-04,0.37
-1.63E-04,0.39
-1.63E-04,0.37
-1.63E-04,0.37
-1.62E-04,0.39
-1.62E-04,0.39
-1.62E-04,0.37
-1.62E-04,0.37
-1.62E-04,0.35
-1.61E-04,0.37
-1.61E-04,0.37
-1.61E-04,0.37
-1.61E-04,0.35
-1.61E-04,0.35
-1.60E-04,0.37
-1.60E-04,0.37
-1.60E-04,0.39
-1.60E-04,0.37
-1.60E-04,0.39
-1.59E-04,0.37
-1.59E-04,0.39
-1.59E-04,0.37
-1.59E-04,0.37
-1.59E-04,0.37
-1.58E-04,0.37
-1.58E-04,0.37
-1.58E-04,0.37
-1.58E-04,0.37
-1.58E-04,0.39
-1.57E-04,0.37
-1.57E-04,0.39
-1.57E-04,0.37
-1.57E-04,0.37
-1.57E-04,0.37
-1.56E-04,0.37
-1.56E-04,0.37
-1.56E-04,0.39
-1.56E-04,0.39
-1.56E-04,0.37
-1.55E-04,0.37
-1.55E-04,0.37
-1.55E-04,0.39
-1.55E-04,0.37
-1.55E-04,0.39
-1.54E-04,0.39
-1.54E-04,0.39
-1.54E-04,0.37
-1.54E-04,0.35
-1.54E-04,0.37
-1.53E-04,0.37
-1.53E-04,0.39
-1.53E-04,0.37
-1.53E-04,0.37
-1.53E-04,0.37
-1.52E-04,0.37
-1.52E-04,0.35
-1.52E-04,0.37
-1.52E-04,0.35
-1.52E-04,0.37
-1.51E-04,0.37
-1.51E-04,0.35
-1.51E-04,0.35
-1.51E-04,0.35
-1.51E-04,0.33
-1.50E-04,0.37
-1.50E-04,0.47
-1.50E-04,0.33
-1.50E-04,0.37
-1.50E-04,0.37
-1.49E-04,0.35
-1.49E-04,0.35
-1.49E-04,0.35
-1.49E-04,0.37
-1.49E-04,0.37
-1.48E-04,0.39
-1.48E-04,0.39
-1.48E-04,0.37
-1.48E-04,0.37
-1.48E-04,0.37
-1.47E-04,0.39
-1.47E-04,0.37
-1.47E-04,0.35
-1.47E-04,0.39
-1.47E-04,0.37
-1.46E-04,0.37
-1.46E-04,0.37
-1.46E-04,0.37
-1.46E-04,0.37
-1.46E-04,0.37
-1.45E-04,0.35
-1.45E-04,0.39
-1.45E-04,0.37
-1.45E-04,0.37
-1.45E-04,0.37
-1.44E-04,0.37
-1.44E-04,0.35
-1.44E-04,0.39
-1.44E-04,0.37
-1.44E-04,0.37
-1.43E-04,0.35
-1.43E-04,0.37
-1.43E-04,0.35
-1.43E-04,0.37
-1.43E-04,0.37
-1.42E-04,0.37
-1.42E-04,0.39
-1.42E-04,0.37
-1.42E-04,0.37
-1.42E-04,0.39
-1.41E-04,0.37
-1.41E-04,0.37
-1.41E-04,0.37
-1.41E-04,0.37
-1.41E-04,0.39
-1.40E-04,0.37
-1.40E-04,0.37
-1.40E-04,0.39
-1.40E-04,0.37
-1.40E-04,0.39
-1.39E-04,0.39
-1.39E-04,0.37
-1.39E-04,0.39
-1.39E-04,0.35
-1.39E-04,0.37
-1.38E-04,0.37
-1.38E-04,0.37
-1.38E-04,0.37
-1.38E-04,0.37
-1.38E-04,0.37
-1.37E-04,0.39
-1.37E-04,0.37
-1.37E-04,0.37
-1.37E-04,0.37
-1.37E-04,0.37
-1.36E-04,0.37
-1.36E-04,0.37
-1.36E-04,0.37
-1.36E-04,0.35
-1.36E-04,0.35
-1.35E-04,0.37
-1.35E-04,0.39
-1.35E-04,0.35
-1.35E-04,0.37
-1.35E-04,0.37
-1.34E-04,0.35
-1.34E-04,0.37
-1.34E-04,0.41
-1.34E-04,0.37
-1.34E-04,0.37
-1.33E-04,0.35
-1.33E-04,0.37
-1.33E-04,0.37
-1.33E-04,0.37
-1.33E-04,0.37
-1.32E-04,0.37
-1.32E-04,0.39
-1.32E-04,0.37
-1.32E-04,0.37
-1.32E-04,0.37
-1.31E-04,0.35
-1.31E-04,0.35
-1.31E-04,0.37
-1.31E-04,0.37
-1.31E-04,0.39
-1.30E-04,0.37
-1.30E-04,0.37
-1.30E-04,0.39
-1.30E-04,0.37
-1.30E-04,0.37
-1.29E-04,0.37
-1.29E-04,0.37
-1.29E-04,0.37
-1.29E-04,0.37
-1.29E-04,0.37
-1.28E-04,0.37
-1.28E-04,0.37
-1.28E-04,0.37
-1.28E-04,0.37
-1.28E-04,0.39
-1.27E-04,0.37
-1.27E-04,0.37
-1.27E-04,0.37
-1.27E-04,0.37
-1.27E-04,0.37
-1.26E-04,0.37
-1.26E-04,0.39
-1.26E-04,0.39
-1.26E-04,0.37
-1.26E-04,0.37
-1.25E-04,0.37
-1.25E-04,0.37
-1.25E-04,0.37
-1.25E-04,0.37
-1.25E-04,0.37
-1.24E-04,0.37
-1.24E-04,0.39
-1.24E-04,0.37
-1.24E-04,0.37
-1.24E-04,0.37
-1.23E-04,0.35
-1.23E-04,0.35
-1.23E-04,0.37
-1.23E-04,0.35
-1.23E-04,0.35
-1.22E-04,0.39
-1.22E-04,0.37
-1.22E-04,0.37
-1.22E-04,0.37
-1.22E-04,0.35
-1.21E-04,0.37
-1.21E-04,0.37
-1.21E-04,0.35
-1.21E-04,0.37
-1.21E-04,0.37
-1.20E-04,0.37
-1.20E-04,0.37
-1.20E-04,0.37
-1.20E-04,0.37
-1.20E-04,0.39
-1.19E-04,0.37
-1.19E-04,0.37
-1.19E-04,0.37
-1.19E-04,0.37
-1.19E-04,0.39
-1.18E-04,0.39
-1.18E-04,0.37
-1.18E-04,0.37
-1.18E-04,0.37
-1.18E-04,0.35
-1.17E-04,0.37
-1.17E-04,0.37
-1.17E-04,0.37
-1.17E-04,0.41
-1.17E-04,0.37
-1.16E-04,0.37
-1.16E-04,0.37
-1.16E-04,0.37
-1.16E-04,0.37
-1.16E-04,0.37
-1.15E-04,0.37
-1.15E-04,0.37
-1.15E-04,0.37
-1.15E-04,0.37
-1.15E-04,0.39
-1.14E-04,0.35
-1.14E-04,0.37
-1.14E-04,0.39
-1.14E-04,0.37
-1.14E-04,0.39
-1.13E-04,0.37
-1.13E-04,0.37
-1.13E-04,0.37
-1.13E-04,0.37
-1.13E-04,0.37
-1.12E-04,0.37
-1.12E-04,0.37
-1.12E-04,0.37
-1.12E-04,0.37
-1.12E-04,0.37
-1.11E-04,0.37
-1.11E-04,0.37
-1.11E-04,0.37
-1.11E-04,0.37
-1.11E-04,0.37
-1.10E-04,0.37
-1.10E-04,0.37
-1.10E-04,0.39
-1.10E-04,0.37
-1.10E-04,0.37
-1.09E-04,0.35
-1.09E-04,0.37
-1.09E-04,0.35
-1.09E-04,0.37
-1.09E-04,0.39
-1.08E-04,0.37
-1.08E-04,0.39
-1.08E-04,0.39
-1.08E-04,0.35
-1.08E-04,0.37
-1.07E-04,0.37
-1.07E-04,0.35
-1.07E-04,0.39
-1.07E-04,0.37
-1.07E-04,0.37
-1.06E-04,0.37
-1.06E-04,0.37
-1.06E-04,0.37
-1.06E-04,0.37
-1.06E-04,0.39
-1.05E-04,0.35
-1.05E-04,0.39
-1.05E-04,0.37
-1.05E-04,0.39
-1.05E-04,0.37
-1.04E-04,0.37
-1.04E-04,0.37
-1.04E-04,0.37
-1.04E-04,0.37
-1.04E-04,0.37
-1.03E-04,0.35
-1.03E-04,0.37
-1.03E-04,0.39
-1.03E-04,0.37
-1.03E-04,0.37
-1.02E-04,0.37
-1.02E-04,0.37
-1.02E-04,0.35
-1.02E-04,0.35
-1.02E-04,0.37
-1.01E-04,0.35
-1.01E-04,0.37
-1.01E-04,0.37
-1.01E-04,0.37
-1.01E-04,0.35
-1.00E-04,0.37
-1.00E-04,0.25
-1.00E-04,0.39
-9.98E-05,0.37
-9.96E-05,0.37
-9.94E-05,0.37
-9.92E-05,0.39
-9.90E-05,0.37
-9.88E-05,0.35
-9.86E-05,0.39
-9.84E-05,0.37
-9.82E-05,0.39
-9.80E-05,0.37
-9.78E-05,0.35
-9.76E-05,0.37
-9.74E-05,0.37
-9.72E-05,0.37
-9.70E-05,0.37
-9.68E-05,0.37
-9.66E-05,0.37
-9.64E-05,0.39
-9.62E-05,0.39
-9.60E-05,0.37
-9.58E-05,0.37
-9.56E-05,0.39
-9.54E-05,0.37
-9.52E-05,0.37
-9.50E-05,0.37
-9.48E-05,0.35
-9.46E-05,0.41
-9.44E-05,0.39
-9.42E-05,0.37
-9.40E-05,0.37
-9.38E-05,0.37
-9.36E-05,0.37
-9.34E-05,0.35
-9.32E-05,0.39
-9.30E-05,0.35
-9.28E-05,0.37
-9.26E-05,0.37
-9.24E-05,0.37
-9.22E-05,0.37
-9.20E-05,0.37
-9.18E-05,0.35
-9.16E-05,0.37
-9.14E-05,0.37
-9.12E-05,0.37
-9.10E-05,0.39
-9.08E-05,0.37
-9.06E-05,0.39
-9.04E-05,0.39
-9.02E-05,0.37
-9.00E-05,0.37
-8.98E-05,0.39
-8.96E-05,0.39
-8.94E-05,0.39
-8.92E-05,0.39
-8.90E-05,0.35
-8.88E-05,0.37
-8.86E-05,0.37
-8.84E-05,0.41
-8.82E-05,0.37
-8.80E-05,0.37
-8.78E-05,0.39
-8.76E-05,0.39
-8.74E-05,0.37
-8.72E-05,0.39
-8.70E-05,0.35
-8.68E-05,0.37
-8.66E-05,0.35
-8.64E-05,0.37
-8.62E-05,0.37
-8.60E-05,0.37
-8.58E-05,0.37
-8.56E-05,0.39
-8.54E-05,0.37
-8.52E-05,0.39
-8.50E-05,0.37
-8.48E-05,0.37
-8.46E-05,0.39
-8.44E-05,0.37
-8.42E-05,0.39
-8.40E-05,0.35
-8.38E-05,0.35
-8.36E-05,0.35
-8.34E-05,0.35
-8.32E-05,0.39
-8.30E-05,0.39
-8.28E-05,0.37
-8.26E-05,0.37
-8.24E-05,0.39
-8.22E-05,0.37
-8.20E-05,0.37
-8.18E-05,0.39
-8.16E-05,0.39
-8.14E-05,0.39
-8.12E-05,0.39
-8.10E-05,0.37
-8.08E-05,0.39
-8.06E-05,0.39
-8.04E-05,0.41
-8.02E-05,0.41
-8.00E-05,0.37
-7.98E-05,0.39
-7.96E-05,0.39
-7.94E-05,0.39
-7.92E-05,0.39
-7.90E-05,0.39
-7.88E-05,0.37
-7.86E-05,0.39
-7.84E-05,0.39
-7.82E-05,0.39
-7.80E-05,0.41
-7.78E-05,0.39
-7.76E-05,0.41
-7.74E-05,0.37
-7.72E-05,0.39
-7.70E-05,0.39
-7.68E-05,0.35
-7.66E-05,0.39
-7.64E-05,0.37
-7.62E-05,0.37
-7.60E-05,0.39
-7.58E-05,0.35
-7.56E-05,0.41
-7.54E-05,0.37
-7.52E-05,0.39
-7.50E-05,0.39
-7.48E-05,0.37
-7.46E-05,0.37
-7.44E-05,0.39
-7.42E-05,0.39
-7.40E-05,0.39
-7.38E-05,0.39
-7.36E-05,0.39
-7.34E-05,0.41
-7.32E-05,0.41
-7.30E-05,0.41
-7.28E-05,0.39
-7.26E-05,0.39
-7.24E-05,0.41
-7.22E-05,0.39
-7.20E-05,0.39
-7.18E-05,0.39
-7.16E-05,0.41
-7.14E-05,0.39
-7.12E-05,0.41
-7.10E-05,0.39
-7.08E-05,0.37
-7.06E-05,0.41
-7.04E-05,0.39
-7.02E-05,0.39
-7.00E-05,0.41
-6.98E-05,0.41
-6.96E-05,0.43
-6.94E-05,0.39
-6.92E-05,0.39
-6.90E-05,0.39
-6.88E-05,0.41
-6.86E-05,0.41
-6.84E-05,0.39
-6.82E-05,0.39
-6.80E-05,0.41
-6.78E-05,0.39
-6.76E-05,0.41
-6.74E-05,0.37
-6.72E-05,0.41
-6.70E-05,0.39
-6.68E-05,0.37
-6.66E-05,0.41
-6.64E-05,0.41
-6.62E-05,0.39
-6.60E-05,0.39
-6.58E-05,0.39
-6.56E-05,0.41
-6.54E-05,0.39
-6.52E-05,0.41
-6.50E-05,0.41
-6.48E-05,0.41
-6.46E-05,0.41
-6.44E-05,0.41
-6.42E-05,0.41
-6.40E-05,0.43
-6.38E-05,0.41
-6.36E-05,0.41
-6.34E-05,0.41
-6.32E-05,0.41
-6.30E-05,0.41
-6.28E-05,0.41
-6.26E-05,0.41
-6.24E-05,0.43
-6.22E-05,0.41
-6.20E-05,0.41
-6.18E-05,0.41
-6.16E-05,0.39
-6.14E-05,0.41
-6.12E-05,0.41
-6.10E-05,0.39
-6.08E-05,0.39
-6.06E-05,0.39
-6.04E-05,0.41
-6.02E-05,0.41
-6.00E-05,0.39
-5.98E-05,0.41
-5.96E-05,0.41
-5.94E-05,0.39
-5.92E-05,0.41
-5.90E-05,0.41
-5.88E-05,0.41
-5.86E-05,0.41
-5.84E-05,0.41
-5.82E-05,0.43
-5.80E-05,0.41
-5.78E-05,0.41
-5.76E-05,0.43
-5.74E-05,0.43
-5.72E-05,0.41
-5.70E-05,0.41
-5.68E-05,0.43
-5.66E-05,0.41
-5.64E-05,0.43
-5.62E-05,0.41
-5.60E-05,0.41
-5.58E-05,0.43
-5.56E-05,0.43
-5.54E-05,0.41
-5.52E-05,0.43
-5.50E-05,0.43
-5.48E-05,0.41
-5.46E-05,0.43
-5.44E-05,0.43
-5.42E-05,0.41
-5.40E-05,0.43
-5.38E-05,0.43
-5.36E-05,0.41
-5.34E-05,0.43
-5.32E-05,0.43
-5.30E-05,0.43
-5.28E-05,0.41
-5.26E-05,0.43
-5.24E-05,0.43
-5.22E-05,0.41
-5.20E-05,0.43
-5.18E-05,0.41
-5.16E-05,0.41
-5.14E-05,0.43
-5.12E-05,0.43
-5.10E-05,0.43
-5.08E-05,0.43
-5.06E-05,0.39
-5.04E-05,0.45
-5.02E-05,0.33
-5.00E-05,0.41
-4.98E-05,0.43
-4.96E-05,0.43
-4.94E-05,0.41
-4.92E-05,0.43
-4.90E-05,0.43
-4.88E-05,0.43
-4.86E-05,0.43
-4.84E-05,0.45
-4.82E-05,0.43
-4.80E-05,0.43
-4.78E-05,0.43
-4.76E-05,0.43
-4.74E-05,0.45
-4.72E-05,0.43
-4.70E-05,0.45
-4.68E-05,0.43
-4.66E-05,0.45
-4.64E-05,0.45
-4.62E-05,0.45
-4.60E-05,0.43
-4.58E-05,0.41
-4.56E-05,0.45
-4.54E-05,0.43
-4.52E-05,0.45
-4.50E-05,0.43
-4.48E-05,0.45
-4.46E-05,0.45
-4.44E-05,0.45
-4.42E-05,0.45
-4.40E-05,0.45
-4.38E-05,0.43
-4.36E-05,0.45
-4.34E-05,0.43
-4.32E-05,0.45
-4.30E-05,0.45
-4.28E-05,0.45
-4.26E-05,0.41
-4.24E-05,0.43
-4.22E-05,0.43
-4.20E-05,0.45
-4.18E-05,0.45
-4.16E-05,0.47
-4.14E-05,0.45
-4.12E-05,0.45
-4.10E-05,0.43
-4.08E-05,0.43
-4.06E-05,0.47
-4.04E-05,0.43
-4.02E-05,0.45
-4.00E-05,0.47
-3.98E-05,0.47
-3.96E-05,0.45
-3.94E-05,0.45
-3.92E-05,0.45
-3.90E-05,0.45
-3.88E-05,0.43
-3.86E-05,0.45
-3.84E-05,0.45
-3.82E-05,0.47
-3.80E-05,0.43
-3.78E-05,0.45
-3.76E-05,0.45
-3.74E-05,0.45
-3.72E-05,0.43
-3.70E-05,0.47
-3.68E-05,0.47
-3.66E-05,0.45
-3.64E-05,0.47
-3.62E-05,0.45
-3.60E-05,0.45
-3.58E-05,0.45
-3.56E-05,0.45
-3.54E-05,0.45
-3.52E-05,0.45
-3.50E-05,0.45
-3.48E-05,0.45
-3.46E-05,0.45
-3.44E-05,0.45
-3.42E-05,0.43
-3.40E-05,0.37
-3.38E-05,0.45
-3.36E-05,0.45
-3.34E-05,0.49
-3.32E-05,0.45
-3.30E-05,0.47
-3.28E-05,0.47
-3.26E-05,0.49
-3.24E-05,0.45
-3.22E-05,0.45
-3.20E-05,0.49
-3.18E-05,0.47
-3.16E-05,0.45
-3.14E-05,0.47
-3.12E-05,0.45
-3.10E-05,0.45
-3.08E-05,0.49
-3.06E-05,0.47
-3.04E-05,0.47
-3.02E-05,0.47
-3.00E-05,0.47
-2.98E-05,0.49
-2.96E-05,0.47
-2.94E-05,0.47
-2.92E-05,0.47
-2.90E-05,0.47
-2.88E-05,0.47
-2.86E-05,0.45
-2.84E-05,0.47
-2.82E-05,0.47
-2.80E-05,0.47
-2.78E-05,0.47
-2.76E-05,0.45
-2.74E-05,0.45
-2.72E-05,0.47
-2.70E-05,0.45
-2.68E-05,0.45
-2.66E-05,0.47
-2.64E-05,0.47
-2.62E-05,0.49
-2.60E-05,0.49
-2.58E-05,0.49
-2.56E-05,0.49
-2.54E-05,0.49
-2.52E-05,0.47
-2.50E-05,0.49
-2.48E-05,0.49
-2.46E-05,0.47
-2.44E-05,0.49
-2.42E-05,0.47
-2.40E-05,0.49
-2.38E-05,0.47
-2.36E-05,0.49
-2.34E-05,0.47
-2.32E-05,0.49
-2.30E-05,0.49
-2.28E-05,0.49
-2.26E-05,0.49
-2.24E-05,0.49
-2.22E-05,0.49
-2.20E-05,0.47
-2.18E-05,0.47
-2.16E-05,0.49
-2.14E-05,0.49
-2.12E-05,0.47
-2.10E-05,0.49
-2.08E-05,0.49
-2.06E-05,0.49
-2.04E-05,0.47
-2.02E-05,0.47
-2.00E-05,0.47
-1.98E-05,0.49
-1.96E-05,0.51
-1.94E-05,0.49
-1.92E-05,0.51
-1.90E-05,0.49
-1.88E-05,0.49
-1.86E-05,0.49
-1.84E-05,0.51
-1.82E-05,0.49
-1.80E-05,0.49
-1.78E-05,0.49
-1.76E-05,0.47
-1.74E-05,0.51
-1.72E-05,0.47
-1.70E-05,0.51
-1.68E-05,0.59
-1.66E-05,0.51
-1.64E-05,0.51
-1.62E-05,0.49
-1.60E-05,0.51
-1.58E-05,0.49
-1.56E-05,0.51
-1.54E-05,0.49
-1.52E-05,0.51
-1.50E-05,0.49
-1.48E-05,0.51
-1.46E-05,0.51
-1.44E-05,0.49
-1.42E-05,0.51
-1.40E-05,0.51
-1.38E-05,0.51
-1.36E-05,0.49
-1.34E-05,0.51
-1.32E-05,0.51
-1.30E-05,0.51
-1.28E-05,0.51
-1.26E-05,0.51
-1.24E-05,0.49
-1.22E-05,0.51
-1.20E-05,0.51
-1.18E-05,0.49
-1.16E-05,0.49
-1.14E-05,0.53
-1.12E-05,0.49
-1.10E-05,0.51
-1.08E-05,0.51
-1.06E-05,0.51
-1.04E-05,0.49
-1.02E-05,0.51
-1.00E-05,0.51
-9.80E-06,0.51
-9.60E-06,0.51
-9.40E-06,0.53
-9.20E-06,0.51
-9.00E-06,0.51
-8.80E-06,0.51
-8.60E-06,0.51
-8.40E-06,0.49
-8.20E-06,0.51
-8.00E-06,0.53
-7.80E-06,0.51
-7.60E-06,0.51
-7.40E-06,0.53
-7.20E-06,0.49
-7.00E-06,0.51
-6.80E-06,0.51
-6.60E-06,0.53
-6.40E-06,0.51
-6.20E-06,0.55
-6.00E-06,0.53
-5.80E-06,0.53
-5.60E-06,0.57
-5.40E-06,0.53
-5.20E-06,0.55
-5.00E-06,0.53
-4.80E-06,0.55
-4.60E-06,0.53
-4.40E-06,0.53
-4.20E-06,0.51
-4.00E-06,0.51
-3.80E-06,0.51
-3.60E-06,0.51
-3.40E-06,0.53
-3.20E-06,0.51
-3.00E-06,0.51
-2.80E-06,0.53
-2.60E-06,0.51
-2.40E-06,0.51
-2.20E-06,0.51
-2.00E-06,0.51
-1.80E-06,0.53
-1.60E-06,0.53
-1.40E-06,0.51
-1.20E-06,0.53
-1.00E-06,0.53
-8.00E-07,0.55
-6.00E-07,0.51
-4.00E-07,0.57
-2.00E-07,0.47
0.00E+00,0.53
2.00E-07,0.51
4.00E-07,0.53
6.00E-07,0.57
8.00E-07,0.53
1.00E-06,0.55
1.20E-06,0.53
1.40E-06,0.55
1.60E-06,0.55
1.80E-06,0.53
2.00E-06,0.55
2.20E-06,0.55
2.40E-06,0.55
2.60E-06,0.53
2.80E-06,0.55
3.00E-06,0.55
3.20E-06,0.55
3.40E-06,0.53
3.60E-06,0.55
3.80E-06,0.55
4.00E-06,0.55
4.20E-06,0.53
4.40E-06,0.53
4.60E-06,0.55
4.80E-06,0.57
5.00E-06,0.55
5.20E-06,0.55
5.40E-06,0.55
5.60E-06,0.55
5.80E-06,0.53
6.00E-06,0.55
6.20E-06,0.55
6.40E-06,0.55
6.60E-06,0.53
6.80E-06,0.53
7.00E-06,0.55
7.20E-06,0.55
7.40E-06,0.55
7.60E-06,0.55
7.80E-06,0.57
8.00E-06,0.55
8.20E-06,0.55
8.40E-06,0.57
8.60E-06,0.59
8.80E-06,0.55
9.00E-06,0.55
9.20E-06,0.55
9.40E-06,0.55
9.60E-06,0.57
9.80E-06,0.57
1.00E-05,0.59
1.02E-05,0.55
1.04E-05,0.59
1.06E-05,0.57
1.08E-05,0.57
1.10E-05,0.53
1.12E-05,0.57
1.14E-05,0.59
1.16E-05,0.57
1.18E-05,0.57
1.20E-05,0.57
1.22E-05,0.55
1.24E-05,0.57
1.26E-05,0.57
1.28E-05,0.57
1.30E-05,0.57
1.32E-05,0.53
1.34E-05,0.59
1.36E-05,0.55
1.38E-05,0.55
1.40E-05,0.57
1.42E-05,0.55
1.44E-05,0.55
1.46E-05,0.57
1.48E-05,0.55
1.50E-05,0.55
1.52E-05,0.55
1.54E-05,0.57
1.56E-05,0.57
1.58E-05,0.57
1.60E-05,0.55
1.62E-05,0.55
1.64E-05,0.57
1.66E-05,0.57
1.68E-05,0.57
1.70E-05,0.57
1.72E-05,0.57
1.74E-05,0.55
1.76E-05,0.59
1.78E-05,0.57
1.80E-05,0.57
1.82E-05,0.59
1.84E-05,0.59
1.86E-05,0.59
1.88E-05,0.57
1.90E-05,0.59
1.92E-05,0.57
1.94E-05,0.59
1.96E-05,0.61
1.98E-05,0.57
2.00E-05,0.59
2.02E-05,0.59
2.04E-05,0.57
2.06E-05,0.57
2.08E-05,0.59
2.10E-05,0.59
2.12E-05,0.59
2.14E-05,0.59
2.16E-05,0.59
2.18E-05,0.57
2.20E-05,0.55
2.22E-05,0.57
2.24E-05,0.59
2.26E-05,0.57
2.28E-05,0.57
2.30E-05,0.57
2.32E-05,0.59
2.34E-05,0.59
2.36E-05,0.61
2.38E-05,0.59
2.40E-05,0.57
2.42E-05,0.57
2.44E-05,0.59
2.46E-05,0.59
2.48E-05,0.61
2.50E-05,0.59
2.52E-05,0.59
2.54E-05,0.63
2.56E-05,0.61
2.58E-05,0.59
2.60E-05,0.59
2.62E-05,0.61
2.64E-05,0.63
2.66E-05,0.59
2.68E-05,0.61
2.70E-05,0.61
2.72E-05,0.61
2.74E-05,0.61
2.76E-05,0.59
2.78E-05,0.59
2.80E-05,0.61
2.82E-05,0.59
2.84E-05,0.63
2.86E-05,0.61
2.88E-05,0.61
2.90E-05,0.61
2.92E-05,0.61
2.94E-05,0.61
2.96E-05,0.59
2.98E-05,0.59
3.00E-05,0.61
3.02E-05,0.61
3.04E-05,0.59
3.06E-05,0.59
3.08E-05,0.61
3.10E-05,0.61
3.12E-05,0.59
3.14E-05,0.61
3.16E-05,0.63
3.18E-05,0.61
3.20E-05,0.63
3.22E-05,0.61
3.24E-05,0.63
3.26E-05,0.61
3.28E-05,0.61
3.30E-05,0.61
3.32E-05,0.65
3.34E-05,0.63
3.36E-05,0.61
3.38E-05,0.63
3.40E-05,0.63
3.42E-05,0.63
3.44E-05,0.61
3.46E-05,0.63
3.48E-05,0.63
3.50E-05,0.61
3.52E-05,0.63
3.54E-05,0.61
3.56E-05,0.61
3.58E-05,0.63
3.60E-05,0.61
3.62E-05,0.61
3.64E-05,0.61
3.66E-05,0.61
3.68E-05,0.63
3.70E-05,0.61
3.72E-05,0.63
3.74E-05,0.63
3.76E-05,0.63
3.78E-05,0.63
3.80E-05,0.63
3.82E-05,0.61
3.84E-05,0.61
3.86E-05,0.61
3.88E-05,0.61
3.90E-05,0.63
3.92E-05,0.63
3.94E-05,0.63
3.96E-05,0.63
3.98E-05,0.63
4.00E-05,0.63
4.02E-05,0.63
4.04E-05,0.61
4.06E-05,0.61
4.08E-05,0.63
4.10E-05,0.63
4.12E-05,0.63
4.14E-05,0.65
4.16E-05,0.63
4.18E-05,0.63
4.20E-05,0.65
4.22E-05,0.63
4.24E-05,0.63
4.26E-05,0.65
4.28E-05,0.63
4.30E-05,0.63
4.32E-05,0.65
4.34E-05,0.63
4.36E-05,0.63
4.38E-05,0.63
4.40E-05,0.63
4.42E-05,0.63
4.44E-05,0.69
4.46E-05,0.63
4.48E-05,0.63
4.50E-05,0.63
4.52E-05,0.63
4.54E-05,0.63
4.56E-05,0.63
4.58E-05,0.65
4.60E-05,0.63
4.62E-05,0.65
4.64E-05,0.63
4.66E-05,0.63
4.68E-05,0.65
4.70E-05,0.65
4.72E-05,0.63
4.74E-05,0.61
4.76E-05,0.63
4.78E-05,0.65
4.80E-05,0.63
4.82E-05,0.63
4.84E-05,0.63
4.86E-05,0.65
4.88E-05,0.67
4.90E-05,0.63
4.92E-05,0.65
4.94E-05,0.65
4.96E-05,0.67
4.98E-05,0.65
5.00E-05,0.65
5.02E-05,0.63
5.04E-05,0.65
5.06E-05,0.65
5.08E-05,0.65
5.10E-05,0.65
5.12E-05,0.65
5.14E-05,0.67
5.16E-05,0.67
5.18E-05,0.67
5.20E-05,0.67
5.22E-05,0.67
5.24E-05,0.67
5.26E-05,0.65
5.28E-05,0.67
5.30E-05,0.67
5.32E-05,0.67
5.34E-05,0.65
5.36E-05,0.65
5.38E-05,0.65
5.40E-05,0.67
5.42E-05,0.67
5.44E-05,0.65
5.46E-05,0.65
5.48E-05,0.65
5.50E-05,0.67
5.52E-05,0.67
5.54E-05,0.65
5.56E-05,0.67
5.58E-05,0.63
5.60E-05,0.67
5.62E-05,0.65
5.64E-05,0.67
5.66E-05,0.65
5.68E-05,0.65
5.70E-05,0.65
5.72E-05,0.65
5.74E-05,0.67
5.76E-05,0.67
5.78E-05,0.65
5.80E-05,0.67
5.82E-05,0.67
5.84E-05,0.67
5.86E-05,0.67
5.88E-05,0.69
5.90E-05,0.69
5.92E-05,0.67
5.94E-05,0.69
5.96E-05,0.67
5.98E-05,0.67
6.00E-05,0.69
6.02E-05,0.67
6.04E-05,0.69
6.06E-05,0.69
6.08E-05,0.67
6.10E-05,0.57
6.12E-05,0.69
6.14E-05,0.69
6.16E-05,0.65
6.18E-05,0.67
6.20E-05,0.69
6.22E-05,0.67
6.24E-05,0.67
6.26E-05,0.69
6.28E-05,0.67
6.30E-05,0.67
6.32E-05,0.69
6.34E-05,0.69
6.36E-05,0.67
6.38E-05,0.67
6.40E-05,0.69
6.42E-05,0.67
6.44E-05,0.69
6.46E-05,0.67
6.48E-05,0.69
6.50E-05,0.67
6.52E-05,0.67
6.54E-05,0.67
6.56E-05,0.69
6.58E-05,0.69
6.60E-05,0.83
6.62E-05,0.69
