Model,MSO4034B
Firmware Version,2.96
,
Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.0002
Horizontal Delay,0.0001472
Sample Interval,2.00E-07
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,10
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Vertical Position,1.94
,
,
,
Label,
TIME,CH1
-6.29E-04,0.35
-6.29E-04,0.37
-6.29E-04,0.37
-6.29E-04,0.35
-6.28E-04,0.37
-6.28E-04,0.39
-6.28E-04,0.37
-6.28E-04,0.37
-6.28E-04,0.39
-6.27E-04,0.39
-6.27E-04,0.37
-6.27E-04,0.39
-6.27E-04,0.37
-6.27E-04,0.39
-6.26E-04,0.37
-6.26E-04,0.39
-6.26E-04,0.37
-6.26E-04,0.39
-6.26E-04,0.37
-6.25E-04,0.35
-6.25E-04,0.37
-6.25E-04,0.37
-6.25E-04,0.37
-6.25E-04,0.37
-6.24E-04,0.37
-6.24E-04,0.35
-6.24E-04,0.37
-6.24E-04,0.39
-6.24E-04,0.39
-6.23E-04,0.37
-6.23E-04,0.37
-6.23E-04,0.37
-6.23E-04,0.37
-6.23E-04,0.35
-6.22E-04,0.37
-6.22E-04,0.37
-6.22E-04,0.35
-6.22E-04,0.37
-6.22E-04,0.37
-6.21E-04,0.37
-6.21E-04,0.37
-6.21E-04,0.39
-6.21E-04,0.37
-6.21E-04,0.37
-6.20E-04,0.37
-6.20E-04,0.37
-6.20E-04,0.39
-6.20E-04,0.39
-6.20E-04,0.37
-6.19E-04,0.37
-6.19E-04,0.35
-6.19E-04,0.39
-6.19E-04,0.37
-6.19E-04,0.37
-6.18E-04,0.37
-6.18E-04,0.35
-6.18E-04,0.37
-6.18E-04,0.37
-6.18E-04,0.35
-6.17E-04,0.39
-6.17E-04,0.37
-6.17E-04,0.31
-6.17E-04,0.37
-6.17E-04,0.37
-6.16E-04,0.37
-6.16E-04,0.39
-6.16E-04,0.37
-6.16E-04,0.39
-6.16E-04,0.37
-6.15E-04,0.37
-6.15E-04,0.37
-6.15E-04,0.39
-6.15E-04,0.37
-6.15E-04,0.37
-6.14E-04,0.37
-6.14E-04,0.37
-6.14E-04,0.37
-6.14E-04,0.37
-6.14E-04,0.37
-6.13E-04,0.37
-6.13E-04,0.37
-6.13E-04,0.39
-6.13E-04,0.39
-6.13E-04,0.37
-6.12E-04,0.35
-6.12E-04,0.39
-6.12E-04,0.37
-6.12E-04,0.37
-6.12E-04,0.37
-6.11E-04,0.37
-6.11E-04,0.37
-6.11E-04,0.39
-6.11E-04,0.35
-6.11E-04,0.41
-6.10E-04,0.39
-6.10E-04,0.39
-6.10E-04,0.39
-6.10E-04,0.37
-6.10E-04,0.35
-6.09E-04,0.37
-6.09E-04,0.37
-6.09E-04,0.37
-6.09E-04,0.35
-6.09E-04,0.39
-6.08E-04,0.37
-6.08E-04,0.39
-6.08E-04,0.39
-6.08E-04,0.37
-6.08E-04,0.37
-6.07E-04,0.37
-6.07E-04,0.37
-6.07E-04,0.37
-6.07E-04,0.37
-6.07E-04,0.37
-6.06E-04,0.37
-6.06E-04,0.37
-6.06E-04,0.39
-6.06E-04,0.37
-6.06E-04,0.37
-6.05E-04,0.39
-6.05E-04,0.39
-6.05E-04,0.37
-6.05E-04,0.39
-6.05E-04,0.37
-6.04E-04,0.39
-6.04E-04,0.37
-6.04E-04,0.37
-6.04E-04,0.37
-6.04E-04,0.35
-6.03E-04,0.39
-6.03E-04,0.37
-6.03E-04,0.37
-6.03E-04,0.39
-6.03E-04,0.39
-6.02E-04,0.37
-6.02E-04,0.39
-6.02E-04,0.37
-6.02E-04,0.37
-6.02E-04,0.37
-6.01E-04,0.37
-6.01E-04,0.37
-6.01E-04,0.37
-6.01E-04,0.29
-6.01E-04,0.35
-6.00E-04,0.37
-6.00E-04,0.39
-6.00E-04,0.37
-6.00E-04,0.37
-6.00E-04,0.37
-5.99E-04,0.37
-5.99E-04,0.39
-5.99E-04,0.35
-5.99E-04,0.37
-5.99E-04,0.37
-5.98E-04,0.39
-5.98E-04,0.39
-5.98E-04,0.37
-5.98E-04,0.37
-5.98E-04,0.35
-5.97E-04,0.35
-5.97E-04,0.35
-5.97E-04,0.37
-5.97E-04,0.39
-5.97E-04,0.39
-5.96E-04,0.39
-5.96E-04,0.37
-5.96E-04,0.37
-5.96E-04,0.37
-5.96E-04,0.37
-5.95E-04,0.41
-5.95E-04,0.37
-5.95E-04,0.39
-5.95E-04,0.39
-5.95E-04,0.37
-5.94E-04,0.37
-5.94E-04,0.37
-5.94E-04,0.35
-5.94E-04,0.37
-5.94E-04,0.37
-5.93E-04,0.37
-5.93E-04,0.35
-5.93E-04,0.37
-5.93E-04,0.39
-5.93E-04,0.37
-5.92E-04,0.39
-5.92E-04,0.39
-5.92E-04,0.37
-5.92E-04,0.39
-5.92E-04,0.37
-5.91E-04,0.37
-5.91E-04,0.39
-5.91E-04,0.35
-5.91E-04,0.35
-5.91E-04,0.37
-5.90E-04,0.37
-5.90E-04,0.37
-5.90E-04,0.37
-5.90E-04,0.37
-5.90E-04,0.39
-5.89E-04,0.35
-5.89E-04,0.37
-5.89E-04,0.35
-5.89E-04,0.37
-5.89E-04,0.39
-5.88E-04,0.37
-5.88E-04,0.37
-5.88E-04,0.35
-5.88E-04,0.37
-5.88E-04,0.37
-5.87E-04,0.35
-5.87E-04,0.35
-5.87E-04,0.37
-5.87E-04,0.37
-5.87E-04,0.37
-5.86E-04,0.37
-5.86E-04,0.37
-5.86E-04,0.37
-5.86E-04,0.35
-5.86E-04,0.37
-5.85E-04,0.35
-5.85E-04,0.37
-5.85E-04,0.39
-5.85E-04,0.39
-5.85E-04,0.37
-5.84E-04,0.37
-5.84E-04,0.35
-5.84E-04,0.39
-5.84E-04,0.35
-5.84E-04,0.45
-5.83E-04,0.37
-5.83E-04,0.37
-5.83E-04,0.37
-5.83E-04,0.37
-5.83E-04,0.37
-5.82E-04,0.37
-5.82E-04,0.37
-5.82E-04,0.37
-5.82E-04,0.37
-5.82E-04,0.37
-5.81E-04,0.37
-5.81E-04,0.35
-5.81E-04,0.37
-5.81E-04,0.37
-5.81E-04,0.37
-5.80E-04,0.37
-5.80E-04,0.37
-5.80E-04,0.39
-5.80E-04,0.37
-5.80E-04,0.37
-5.79E-04,0.37
-5.79E-04,0.39
-5.79E-04,0.37
-5.79E-04,0.37
-5.79E-04,0.37
-5.78E-04,0.35
-5.78E-04,0.39
-5.78E-04,0.37
-5.78E-04,0.37
-5.78E-04,0.37
-5.77E-04,0.39
-5.77E-04,0.35
-5.77E-04,0.39
-5.77E-04,0.39
-5.77E-04,0.37
-5.76E-04,0.39
-5.76E-04,0.37
-5.76E-04,0.37
-5.76E-04,0.39
-5.76E-04,0.37
-5.75E-04,0.37
-5.75E-04,0.37
-5.75E-04,0.37
-5.75E-04,0.39
-5.75E-04,0.37
-5.74E-04,0.37
-5.74E-04,0.37
-5.74E-04,0.37
-5.74E-04,0.37
-5.74E-04,0.37
-5.73E-04,0.37
-5.73E-04,0.37
-5.73E-04,0.37
-5.73E-04,0.39
-5.73E-04,0.39
-5.72E-04,0.37
-5.72E-04,0.37
-5.72E-04,0.37
-5.72E-04,0.37
-5.72E-04,0.37
-5.71E-04,0.37
-5.71E-04,0.37
-5.71E-04,0.35
-5.71E-04,0.37
-5.71E-04,0.37
-5.70E-04,0.35
-5.70E-04,0.37
-5.70E-04,0.37
-5.70E-04,0.35
-5.70E-04,0.37
-5.69E-04,0.37
-5.69E-04,0.39
-5.69E-04,0.39
-5.69E-04,0.37
-5.69E-04,0.39
-5.68E-04,0.39
-5.68E-04,0.39
-5.68E-04,0.37
-5.68E-04,0.39
-5.68E-04,0.39
-5.67E-04,0.37
-5.67E-04,0.39
-5.67E-04,0.37
-5.67E-04,0.37
-5.67E-04,0.39
-5.66E-04,0.35
-5.66E-04,0.39
-5.66E-04,0.35
-5.66E-04,0.35
-5.66E-04,0.35
-5.65E-04,0.37
-5.65E-04,0.37
-5.65E-04,0.37
-5.65E-04,0.37
-5.65E-04,0.35
-5.64E-04,0.37
-5.64E-04,0.39
-5.64E-04,0.35
-5.64E-04,0.37
-5.64E-04,0.37
-5.63E-04,0.37
-5.63E-04,0.37
-5.63E-04,0.37
-5.63E-04,0.37
-5.63E-04,0.37
-5.62E-04,0.37
-5.62E-04,0.37
-5.62E-04,0.37
-5.62E-04,0.37
-5.62E-04,0.37
-5.61E-04,0.37
-5.61E-04,0.37
-5.61E-04,0.35
-5.61E-04,0.41
-5.61E-04,0.37
-5.60E-04,0.37
-5.60E-04,0.37
-5.60E-04,0.37
-5.60E-04,0.37
-5.60E-04,0.37
-5.59E-04,0.37
-5.59E-04,0.35
-5.59E-04,0.37
-5.59E-04,0.37
-5.59E-04,0.37
-5.58E-04,0.37
-5.58E-04,0.37
-5.58E-04,0.37
-5.58E-04,0.37
-5.58E-04,0.37
-5.57E-04,0.37
-5.57E-04,0.35
-5.57E-04,0.39
-5.57E-04,0.37
-5.57E-04,0.37
-5.56E-04,0.37
-5.56E-04,0.37
-5.56E-04,0.37
-5.56E-04,0.37
-5.56E-04,0.37
-5.55E-04,0.37
-5.55E-04,0.37
-5.55E-04,0.37
-5.55E-04,0.35
-5.55E-04,0.37
-5.54E-04,0.37
-5.54E-04,0.37
-5.54E-04,0.37
-5.54E-04,0.35
-5.54E-04,0.37
-5.53E-04,0.35
-5.53E-04,0.37
-5.53E-04,0.37
-5.53E-04,0.37
-5.53E-04,0.37
-5.52E-04,0.35
-5.52E-04,0.37
-5.52E-04,0.37
-5.52E-04,0.37
-5.52E-04,0.35
-5.51E-04,0.37
-5.51E-04,0.39
-5.51E-04,0.39
-5.51E-04,0.31
-5.51E-04,0.35
-5.50E-04,0.37
-5.50E-04,0.37
-5.50E-04,0.37
-5.50E-04,0.39
-5.50E-04,0.37
-5.49E-04,0.37
-5.49E-04,0.37
-5.49E-04,0.35
-5.49E-04,0.37
-5.49E-04,0.37
-5.48E-04,0.39
-5.48E-04,0.37
-5.48E-04,0.37
-5.48E-04,0.37
-5.48E-04,0.37
-5.47E-04,0.37
-5.47E-04,0.35
-5.47E-04,0.37
-5.47E-04,0.35
-5.47E-04,0.37
-5.46E-04,0.37
-5.46E-04,0.37
-5.46E-04,0.37
-5.46E-04,0.39
-5.46E-04,0.37
-5.45E-04,0.35
-5.45E-04,0.37
-5.45E-04,0.39
-5.45E-04,0.37
-5.45E-04,0.37
-5.44E-04,0.35
-5.44E-04,0.37
-5.44E-04,0.37
-5.44E-04,0.35
-5.44E-04,0.37
-5.43E-04,0.35
-5.43E-04,0.39
-5.43E-04,0.35
-5.43E-04,0.37
-5.43E-04,0.37
-5.42E-04,0.37
-5.42E-04,0.37
-5.42E-04,0.35
-5.42E-04,0.37
-5.42E-04,0.37
-5.41E-04,0.37
-5.41E-04,0.39
-5.41E-04,0.37
-5.41E-04,0.37
-5.41E-04,0.35
-5.40E-04,0.37
-5.40E-04,0.37
-5.40E-04,0.37
-5.40E-04,0.37
-5.40E-04,0.39
-5.39E-04,0.39
-5.39E-04,0.37
-5.39E-04,0.35
-5.39E-04,0.37
-5.39E-04,0.37
-5.38E-04,0.37
-5.38E-04,0.35
-5.38E-04,0.39
-5.38E-04,0.37
-5.38E-04,0.39
-5.37E-04,0.37
-5.37E-04,0.39
-5.37E-04,0.37
-5.37E-04,0.37
-5.37E-04,0.37
-5.36E-04,0.37
-5.36E-04,0.35
-5.36E-04,0.39
-5.36E-04,0.37
-5.36E-04,0.37
-5.35E-04,0.37
-5.35E-04,0.37
-5.35E-04,0.39
-5.35E-04,0.37
-5.35E-04,0.37
-5.34E-04,0.37
-5.34E-04,0.37
-5.34E-04,0.37
-5.34E-04,0.37
-5.34E-04,0.39
-5.33E-04,0.39
-5.33E-04,0.37
-5.33E-04,0.35
-5.33E-04,0.37
-5.33E-04,0.37
-5.32E-04,0.37
-5.32E-04,0.39
-5.32E-04,0.39
-5.32E-04,0.37
-5.32E-04,0.39
-5.31E-04,0.37
-5.31E-04,0.37
-5.31E-04,0.39
-5.31E-04,0.37
-5.31E-04,0.35
-5.30E-04,0.39
-5.30E-04,0.37
-5.30E-04,0.37
-5.30E-04,0.39
-5.30E-04,0.35
-5.29E-04,0.37
-5.29E-04,0.37
-5.29E-04,0.37
-5.29E-04,0.37
-5.29E-04,0.39
-5.28E-04,0.39
-5.28E-04,0.37
-5.28E-04,0.37
-5.28E-04,0.39
-5.28E-04,0.39
-5.27E-04,0.39
-5.27E-04,0.33
-5.27E-04,0.39
-5.27E-04,0.39
-5.27E-04,0.37
-5.26E-04,0.39
-5.26E-04,0.37
-5.26E-04,0.37
-5.26E-04,0.39
-5.26E-04,0.37
-5.25E-04,0.37
-5.25E-04,0.37
-5.25E-04,0.39
-5.25E-04,0.35
-5.25E-04,0.37
-5.24E-04,0.37
-5.24E-04,0.37
-5.24E-04,0.37
-5.24E-04,0.37
-5.24E-04,0.35
-5.23E-04,0.35
-5.23E-04,0.35
-5.23E-04,0.39
-5.23E-04,0.37
-5.23E-04,0.37
-5.22E-04,0.37
-5.22E-04,0.37
-5.22E-04,0.37
-5.22E-04,0.37
-5.22E-04,0.37
-5.21E-04,0.37
-5.21E-04,0.35
-5.21E-04,0.37
-5.21E-04,0.37
-5.21E-04,0.37
-5.20E-04,0.37
-5.20E-04,0.37
-5.20E-04,0.37
-5.20E-04,0.37
-5.20E-04,0.37
-5.19E-04,0.37
-5.19E-04,0.35
-5.19E-04,0.37
-5.19E-04,0.37
-5.19E-04,0.37
-5.18E-04,0.37
-5.18E-04,0.37
-5.18E-04,0.37
-5.18E-04,0.37
-5.18E-04,0.37
-5.17E-04,0.45
-5.17E-04,0.37
-5.17E-04,0.39
-5.17E-04,0.35
-5.17E-04,0.37
-5.16E-04,0.39
-5.16E-04,0.37
-5.16E-04,0.37
-5.16E-04,0.37
-5.16E-04,0.37
-5.15E-04,0.37
-5.15E-04,0.35
-5.15E-04,0.37
-5.15E-04,0.37
-5.15E-04,0.37
-5.14E-04,0.37
-5.14E-04,0.35
-5.14E-04,0.37
-5.14E-04,0.37
-5.14E-04,0.37
-5.13E-04,0.37
-5.13E-04,0.37
-5.13E-04,0.39
-5.13E-04,0.37
-5.13E-04,0.37
-5.12E-04,0.37
-5.12E-04,0.37
-5.12E-04,0.37
-5.12E-04,0.37
-5.12E-04,0.39
-5.11E-04,0.37
-5.11E-04,0.35
-5.11E-04,0.37
-5.11E-04,0.37
-5.11E-04,0.39
-5.10E-04,0.37
-5.10E-04,0.35
-5.10E-04,0.35
-5.10E-04,0.37
-5.10E-04,0.39
-5.09E-04,0.37
-5.09E-04,0.39
-5.09E-04,0.37
-5.09E-04,0.35
-5.09E-04,0.37
-5.08E-04,0.37
-5.08E-04,0.37
-5.08E-04,0.35
-5.08E-04,0.37
-5.08E-04,0.37
-5.07E-04,0.37
-5.07E-04,0.37
-5.07E-04,0.37
-5.07E-04,0.37
-5.07E-04,0.37
-5.06E-04,0.37
-5.06E-04,0.39
-5.06E-04,0.37
-5.06E-04,0.37
-5.06E-04,0.37
-5.05E-04,0.39
-5.05E-04,0.37
-5.05E-04,0.37
-5.05E-04,0.35
-5.05E-04,0.37
-5.04E-04,0.37
-5.04E-04,0.37
-5.04E-04,0.37
-5.04E-04,0.37
-5.04E-04,0.39
-5.03E-04,0.39
-5.03E-04,0.39
-5.03E-04,0.39
-5.03E-04,0.35
-5.03E-04,0.37
-5.02E-04,0.35
-5.02E-04,0.39
-5.02E-04,0.39
-5.02E-04,0.37
-5.02E-04,0.39
-5.01E-04,0.37
-5.01E-04,0.35
-5.01E-04,0.35
-5.01E-04,0.37
-5.01E-04,0.37
-5.00E-04,0.37
-5.00E-04,0.41
-5.00E-04,0.37
-5.00E-04,0.37
-5.00E-04,0.39
-4.99E-04,0.37
-4.99E-04,0.39
-4.99E-04,0.39
-4.99E-04,0.37
-4.99E-04,0.39
-4.98E-04,0.37
-4.98E-04,0.37
-4.98E-04,0.37
-4.98E-04,0.37
-4.98E-04,0.39
-4.97E-04,0.39
-4.97E-04,0.37
-4.97E-04,0.37
-4.97E-04,0.39
-4.97E-04,0.39
-4.96E-04,0.37
-4.96E-04,0.39
-4.96E-04,0.39
-4.96E-04,0.37
-4.96E-04,0.37
-4.95E-04,0.39
-4.95E-04,0.35
-4.95E-04,0.37
-4.95E-04,0.39
-4.95E-04,0.39
-4.94E-04,0.39
-4.94E-04,0.37
-4.94E-04,0.37
-4.94E-04,0.39
-4.94E-04,0.39
-4.93E-04,0.37
-4.93E-04,0.35
-4.93E-04,0.37
-4.93E-04,0.39
-4.93E-04,0.37
-4.92E-04,0.35
-4.92E-04,0.37
-4.92E-04,0.39
-4.92E-04,0.37
-4.92E-04,0.37
-4.91E-04,0.37
-4.91E-04,0.37
-4.91E-04,0.35
-4.91E-04,0.37
-4.91E-04,0.37
-4.90E-04,0.37
-4.90E-04,0.37
-4.90E-04,0.37
-4.90E-04,0.37
-4.90E-04,0.37
-4.89E-04,0.37
-4.89E-04,0.37
-4.89E-04,0.37
-4.89E-04,0.37
-4.89E-04,0.39
-4.88E-04,0.37
-4.88E-04,0.39
-4.88E-04,0.39
-4.88E-04,0.37
-4.88E-04,0.37
-4.87E-04,0.39
-4.87E-04,0.37
-4.87E-04,0.39
-4.87E-04,0.37
-4.87E-04,0.39
-4.86E-04,0.37
-4.86E-04,0.37
-4.86E-04,0.37
-4.86E-04,0.39
-4.86E-04,0.37
-4.85E-04,0.37
-4.85E-04,0.37
-4.85E-04,0.37
-4.85E-04,0.37
-4.85E-04,0.37
-4.84E-04,0.37
-4.84E-04,0.39
-4.84E-04,0.35
-4.84E-04,0.37
-4.84E-04,0.61
-4.83E-04,0.37
-4.83E-04,0.37
-4.83E-04,0.37
-4.83E-04,0.39
-4.83E-04,0.39
-4.82E-04,0.37
-4.82E-04,0.37
-4.82E-04,0.39
-4.82E-04,0.35
-4.82E-04,0.39
-4.81E-04,0.39
-4.81E-04,0.37
-4.81E-04,0.37
-4.81E-04,0.37
-4.81E-04,0.39
-4.80E-04,0.35
-4.80E-04,0.37
-4.80E-04,0.37
-4.80E-04,0.39
-4.80E-04,0.35
-4.79E-04,0.39
-4.79E-04,0.37
-4.79E-04,0.37
-4.79E-04,0.37
-4.79E-04,0.37
-4.78E-04,0.37
-4.78E-04,0.37
-4.78E-04,0.37
-4.78E-04,0.41
-4.78E-04,0.39
-4.77E-04,0.37
-4.77E-04,0.35
-4.77E-04,0.37
-4.77E-04,0.37
-4.77E-04,0.37
-4.76E-04,0.35
-4.76E-04,0.37
-4.76E-04,0.37
-4.76E-04,0.37
-4.76E-04,0.39
-4.75E-04,0.37
-4.75E-04,0.35
-4.75E-04,0.37
-4.75E-04,0.37
-4.75E-04,0.35
-4.74E-04,0.37
-4.74E-04,0.35
-4.74E-04,0.37
-4.74E-04,0.37
-4.74E-04,0.37
-4.73E-04,0.39
-4.73E-04,0.39
-4.73E-04,0.39
-4.73E-04,0.35
-4.73E-04,0.37
-4.72E-04,0.37
-4.72E-04,0.35
-4.72E-04,0.37
-4.72E-04,0.37
-4.72E-04,0.39
-4.71E-04,0.39
-4.71E-04,0.37
-4.71E-04,0.39
-4.71E-04,0.37
-4.71E-04,0.39
-4.70E-04,0.39
-4.70E-04,0.37
-4.70E-04,0.39
-4.70E-04,0.35
-4.70E-04,0.35
-4.69E-04,0.37
-4.69E-04,0.37
-4.69E-04,0.37
-4.69E-04,0.37
-4.69E-04,0.37
-4.68E-04,0.37
-4.68E-04,0.37
-4.68E-04,0.37
-4.68E-04,0.37
-4.68E-04,0.35
-4.67E-04,0.39
-4.67E-04,0.37
-4.67E-04,0.37
-4.67E-04,0.37
-4.67E-04,0.39
-4.66E-04,0.37
-4.66E-04,0.37
-4.66E-04,0.37
-4.66E-04,0.37
-4.66E-04,0.37
-4.65E-04,0.41
-4.65E-04,0.37
-4.65E-04,0.37
-4.65E-04,0.39
-4.65E-04,0.37
-4.64E-04,0.37
-4.64E-04,0.35
-4.64E-04,0.39
-4.64E-04,0.35
-4.64E-04,0.35
-4.63E-04,0.39
-4.63E-04,0.35
-4.63E-04,0.39
-4.63E-04,0.37
-4.63E-04,0.37
-4.62E-04,0.39
-4.62E-04,0.37
-4.62E-04,0.37
-4.62E-04,0.37
-4.62E-04,0.37
-4.61E-04,0.37
-4.61E-04,0.37
-4.61E-04,0.37
-4.61E-04,0.29
-4.61E-04,0.39
-4.60E-04,0.39
-4.60E-04,0.37
-4.60E-04,0.37
-4.60E-04,0.39
-4.60E-04,0.37
-4.59E-04,0.37
-4.59E-04,0.37
-4.59E-04,0.37
-4.59E-04,0.37
-4.59E-04,0.37
-4.58E-04,0.35
-4.58E-04,0.35
-4.58E-04,0.37
-4.58E-04,0.37
-4.58E-04,0.37
-4.57E-04,0.37
-4.57E-04,0.39
-4.57E-04,0.37
-4.57E-04,0.37
-4.57E-04,0.37
-4.56E-04,0.37
-4.56E-04,0.37
-4.56E-04,0.39
-4.56E-04,0.37
-4.56E-04,0.37
-4.55E-04,0.37
-4.55E-04,0.37
-4.55E-04,0.39
-4.55E-04,0.37
-4.55E-04,0.37
-4.54E-04,0.37
-4.54E-04,0.37
-4.54E-04,0.35
-4.54E-04,0.37
-4.54E-04,0.37
-4.53E-04,0.37
-4.53E-04,0.37
-4.53E-04,0.35
-4.53E-04,0.35
-4.53E-04,0.35
-4.52E-04,0.37
-4.52E-04,0.39
-4.52E-04,0.37
-4.52E-04,0.37
-4.52E-04,0.37
-4.51E-04,0.37
-4.51E-04,0.39
-4.51E-04,0.37
-4.51E-04,0.37
-4.51E-04,0.37
-4.50E-04,0.37
-4.50E-04,0.33
-4.50E-04,0.37
-4.50E-04,0.37
-4.50E-04,0.37
-4.49E-04,0.37
-4.49E-04,0.35
-4.49E-04,0.37
-4.49E-04,0.37
-4.49E-04,0.37
-4.48E-04,0.39
-4.48E-04,0.37
-4.48E-04,0.37
-4.48E-04,0.37
-4.48E-04,0.39
-4.47E-04,0.39
-4.47E-04,0.37
-4.47E-04,0.37
-4.47E-04,0.39
-4.47E-04,0.37
-4.46E-04,0.35
-4.46E-04,0.39
-4.46E-04,0.39
-4.46E-04,0.39
-4.46E-04,0.35
-4.45E-04,0.37
-4.45E-04,0.39
-4.45E-04,0.37
-4.45E-04,0.37
-4.45E-04,0.37
-4.44E-04,0.37
-4.44E-04,0.39
-4.44E-04,0.39
-4.44E-04,0.37
-4.44E-04,0.39
-4.43E-04,0.37
-4.43E-04,0.37
-4.43E-04,0.37
-4.43E-04,0.37
-4.43E-04,0.37
-4.42E-04,0.37
-4.42E-04,0.35
-4.42E-04,0.35
-4.42E-04,0.35
-4.42E-04,0.37
-4.41E-04,0.37
-4.41E-04,0.37
-4.41E-04,0.39
-4.41E-04,0.35
-4.41E-04,0.37
-4.40E-04,0.37
-4.40E-04,0.37
-4.40E-04,0.39
-4.40E-04,0.37
-4.40E-04,0.35
-4.39E-04,0.39
-4.39E-04,0.37
-4.39E-04,0.37
-4.39E-04,0.37
-4.39E-04,0.39
-4.38E-04,0.39
-4.38E-04,0.37
-4.38E-04,0.41
-4.38E-04,0.37
-4.38E-04,0.37
-4.37E-04,0.37
-4.37E-04,0.35
-4.37E-04,0.39
-4.37E-04,0.37
-4.37E-04,0.37
-4.36E-04,0.37
-4.36E-04,0.37
-4.36E-04,0.37
-4.36E-04,0.37
-4.36E-04,0.37
-4.35E-04,0.39
-4.35E-04,0.37
-4.35E-04,0.37
-4.35E-04,0.39
-4.35E-04,0.37
-4.34E-04,0.37
-4.34E-04,0.35
-4.34E-04,0.37
-4.34E-04,0.39
-4.34E-04,0.51
-4.33E-04,0.35
-4.33E-04,0.37
-4.33E-04,0.37
-4.33E-04,0.39
-4.33E-04,0.37
-4.32E-04,0.39
-4.32E-04,0.37
-4.32E-04,0.37
-4.32E-04,0.37
-4.32E-04,0.37
-4.31E-04,0.39
-4.31E-04,0.35
-4.31E-04,0.39
-4.31E-04,0.39
-4.31E-04,0.37
-4.30E-04,0.37
-4.30E-04,0.37
-4.30E-04,0.37
-4.30E-04,0.37
-4.30E-04,0.37
-4.29E-04,0.37
-4.29E-04,0.37
-4.29E-04,0.37
-4.29E-04,0.39
-4.29E-04,0.37
-4.28E-04,0.37
-4.28E-04,0.35
-4.28E-04,0.37
-4.28E-04,0.37
-4.28E-04,0.37
-4.27E-04,0.37
-4.27E-04,0.37
-4.27E-04,0.35
-4.27E-04,0.37
-4.27E-04,0.37
-4.26E-04,0.37
-4.26E-04,0.39
-4.26E-04,0.37
-4.26E-04,0.35
-4.26E-04,0.37
-4.25E-04,0.37
-4.25E-04,0.35
-4.25E-04,0.37
-4.25E-04,0.37
-4.25E-04,0.37
-4.24E-04,0.37
-4.24E-04,0.37
-4.24E-04,0.37
-4.24E-04,0.39
-4.24E-04,0.37
-4.23E-04,0.37
-4.23E-04,0.37
-4.23E-04,0.37
-4.23E-04,0.37
-4.23E-04,0.37
-4.22E-04,0.39
-4.22E-04,0.37
-4.22E-04,0.37
-4.22E-04,0.37
-4.22E-04,0.39
-4.21E-04,0.37
-4.21E-04,0.37
-4.21E-04,0.39
-4.21E-04,0.35
-4.21E-04,0.35
-4.20E-04,0.37
-4.20E-04,0.39
-4.20E-04,0.37
-4.20E-04,0.37
-4.20E-04,0.39
-4.19E-04,0.37
-4.19E-04,0.41
-4.19E-04,0.35
-4.19E-04,0.39
-4.19E-04,0.37
-4.18E-04,0.37
-4.18E-04,0.37
-4.18E-04,0.35
-4.18E-04,0.37
-4.18E-04,0.37
-4.17E-04,0.45
-4.17E-04,0.35
-4.17E-04,0.37
-4.17E-04,0.37
-4.17E-04,0.37
-4.16E-04,0.37
-4.16E-04,0.39
-4.16E-04,0.37
-4.16E-04,0.37
-4.16E-04,0.37
-4.15E-04,0.37
-4.15E-04,0.39
-4.15E-04,0.39
-4.15E-04,0.37
-4.15E-04,0.37
-4.14E-04,0.37
-4.14E-04,0.37
-4.14E-04,0.35
-4.14E-04,0.39
-4.14E-04,0.39
-4.13E-04,0.39
-4.13E-04,0.37
-4.13E-04,0.37
-4.13E-04,0.35
-4.13E-04,0.37
-4.12E-04,0.37
-4.12E-04,0.37
-4.12E-04,0.35
-4.12E-04,0.37
-4.12E-04,0.37
-4.11E-04,0.35
-4.11E-04,0.37
-4.11E-04,0.37
-4.11E-04,0.37
-4.11E-04,0.37
-4.10E-04,0.37
-4.10E-04,0.37
-4.10E-04,0.39
-4.10E-04,0.35
-4.10E-04,0.37
-4.09E-04,0.35
-4.09E-04,0.39
-4.09E-04,0.37
-4.09E-04,0.35
-4.09E-04,0.37
-4.08E-04,0.37
-4.08E-04,0.35
-4.08E-04,0.39
-4.08E-04,0.37
-4.08E-04,0.37
-4.07E-04,0.39
-4.07E-04,0.37
-4.07E-04,0.37
-4.07E-04,0.39
-4.07E-04,0.35
-4.06E-04,0.37
-4.06E-04,0.39
-4.06E-04,0.35
-4.06E-04,0.37
-4.06E-04,0.37
-4.05E-04,0.35
-4.05E-04,0.39
-4.05E-04,0.37
-4.05E-04,0.37
-4.05E-04,0.37
-4.04E-04,0.35
-4.04E-04,0.35
-4.04E-04,0.39
-4.04E-04,0.37
-4.04E-04,0.37
-4.03E-04,0.37
-4.03E-04,0.37
-4.03E-04,0.37
-4.03E-04,0.39
-4.03E-04,0.41
-4.02E-04,0.37
-4.02E-04,0.37
-4.02E-04,0.41
-4.02E-04,0.37
-4.02E-04,0.39
-4.01E-04,0.37
-4.01E-04,0.37
-4.01E-04,0.37
-4.01E-04,0.39
-4.01E-04,0.37
-4.00E-04,0.37
-4.00E-04,0.39
-4.00E-04,0.39
-4.00E-04,0.37
-4.00E-04,0.37
-3.99E-04,0.37
